"module name","license","repository"
"eastasianwidth@0.2.0","MIT","https://github.com/komagata/eastasianwidth"
"ecdsa-sig-formatter@1.0.11","Apache-2.0","https://github.com/Brightspace/node-ecdsa-sig-formatter"
"editorconfig@1.0.4","MIT","https://github.com/editorconfig/editorconfig-core-js"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"encodeurl@2.0.0","MIT","https://github.com/pillarjs/encodeurl"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-object-atoms@1.0.0","MIT","https://github.com/ljharb/es-object-atoms"
"es5-ext@0.10.64","ISC","https://github.com/medikoo/es5-ext"
"es6-iterator@2.0.3","MIT","https://github.com/medikoo/es6-iterator"
"es6-symbol@3.1.4","ISC","https://github.com/medikoo/es6-symbol"
"es6-weak-map@2.0.3","ISC","https://github.com/medikoo/es6-weak-map"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"esniff@2.0.1","ISC","https://github.com/medikoo/esniff"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"event-emitter@0.3.5","MIT","https://github.com/medikoo/event-emitter"
"express-jwt@7.7.8","MIT","https://github.com/auth0/express-jwt"
"express-oauth2-jwt-bearer@1.6.0","MIT","https://github.com/auth0/node-oauth2-jwt-bearer"
"express-unless@2.1.3","MIT","https://github.com/jfromaniello/express-unless"
"express@4.21.2","MIT","https://github.com/expressjs/express"
"ext@1.7.0","ISC","https://github.com/medikoo/es5-ext.git#ext"
"finalhandler@1.3.1","MIT","https://github.com/pillarjs/finalhandler"
"foreground-child@3.3.0","ISC","https://github.com/tapjs/foreground-child"
"forwarded@0.2.0","MIT","https://github.com/jshttp/forwarded"
"fresh@0.5.2","MIT","https://github.com/jshttp/fresh"
"fs-extra@9.1.0","MIT","https://github.com/jprichardson/node-fs-extra"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-intrinsic@1.2.7","MIT","https://github.com/ljharb/get-intrinsic"
"get-proto@1.0.1","MIT","https://github.com/ljharb/get-proto"
"glob@10.4.5","ISC","https://github.com/isaacs/node-glob"
"gopd@1.2.0","MIT","https://github.com/ljharb/gopd"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"has-symbols@1.1.0","MIT","https://github.com/inspect-js/has-symbols"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"http-errors@2.0.0","MIT","https://github.com/jshttp/http-errors"
"iconv-lite@0.4.24","MIT","https://github.com/ashtuchkin/iconv-lite"
"inflection@1.13.4","MIT","https://github.com/dreamerslab/node.inflection"
"inherits@2.0.4","ISC","https://github.com/isaacs/inherits"
"ini@1.3.8","ISC","https://github.com/isaacs/ini"
"ipaddr.js@1.9.1","MIT","https://github.com/whitequark/ipaddr.js"
"is-core-module@2.16.1","MIT","https://github.com/inspect-js/is-core-module"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-promise@2.2.2","MIT","https://github.com/then/is-promise"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"jackspeak@3.4.3","BlueOak-1.0.0","https://github.com/isaacs/jackspeak"
"jose@4.15.9","MIT","https://github.com/panva/jose"
"js-beautify@1.15.1","MIT","https://github.com/beautifier/js-beautify"
"js-cookie@3.0.5","MIT","https://github.com/js-cookie/js-cookie"
"jsonfile@6.1.0","MIT","https://github.com/jprichardson/node-jsonfile"
"jsonwebtoken@9.0.2","MIT","https://github.com/auth0/node-jsonwebtoken"
"jwa@1.4.1","MIT","https://github.com/brianloveswords/node-jwa"
"jwks-rsa@3.1.0","MIT","https://github.com/auth0/node-jwks-rsa"
"jws@3.2.2","MIT","https://github.com/brianloveswords/node-jws"
"kareem@2.6.3","Apache-2.0","https://github.com/mongoosejs/kareem"
"limiter@1.1.5","MIT","https://github.com/jhurliman/node-rate-limiter"
"lodash.clonedeep@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.includes@4.3.0","MIT","https://github.com/lodash/lodash"
"lodash.isboolean@3.0.3","MIT","https://github.com/lodash/lodash"
"lodash.isinteger@4.0.4","MIT","https://github.com/lodash/lodash"
"lodash.isnumber@3.0.3","MIT","https://github.com/lodash/lodash"
"lodash.isplainobject@4.0.6","MIT","https://github.com/lodash/lodash"
"lodash.isstring@4.0.1","MIT","https://github.com/lodash/lodash"
"lodash.once@4.1.1","MIT","https://github.com/lodash/lodash"
"lodash@4.17.21","MIT","https://github.com/lodash/lodash"
"lru-cache@10.4.3","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@6.0.0","ISC","https://github.com/isaacs/node-lru-cache"
"lru-memoizer@2.3.0","MIT","https://github.com/jfromaniello/lru-memoizer"
"lru-queue@0.1.0","MIT","https://github.com/medikoo/lru-queue"
"math-intrinsics@1.1.0","MIT","https://github.com/es-shims/math-intrinsics"
"media-typer@0.3.0","MIT","https://github.com/jshttp/media-typer"
"memoizee@0.4.17","ISC","https://github.com/medikoo/memoizee"
"memory-pager@1.5.0","MIT","https://github.com/mafintosh/memory-pager"
"merge-descriptors@1.0.3","MIT","https://github.com/sindresorhus/merge-descriptors"
"methods@1.1.2","MIT","https://github.com/jshttp/methods"
"mime-db@1.52.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.35","MIT","https://github.com/jshttp/mime-types"
"mime@1.6.0","MIT","https://github.com/broofa/node-mime"
"minimatch@9.0.1","ISC","https://github.com/isaacs/minimatch"
"minimatch@9.0.5","ISC","https://github.com/isaacs/minimatch"
"minipass@7.1.2","ISC","https://github.com/isaacs/minipass"
"moment-timezone@0.5.46","MIT","https://github.com/moment/moment-timezone"
"moment@2.30.1","MIT","https://github.com/moment/moment"
"mongodb-connection-string-url@3.0.1","Apache-2.0","https://github.com/mongodb-js/mongodb-connection-string-url"
"mongodb@6.12.0","Apache-2.0","https://github.com/mongodb/node-mongodb-native"
"mongoose@8.9.3","MIT","https://github.com/Automattic/mongoose"
"mpath@0.9.0","MIT","https://github.com/aheckmann/mpath"
"mquery@5.0.0","MIT","https://github.com/aheckmann/mquery"
"ms@2.0.0","MIT","https://github.com/zeit/ms"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"negotiator@0.6.3","MIT","https://github.com/jshttp/negotiator"
"next-tick@1.1.0","ISC","https://github.com/medikoo/next-tick"
"nopt@7.2.1","ISC","https://github.com/npm/nopt"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-inspect@1.13.3","MIT","https://github.com/inspect-js/object-inspect"
"on-finished@2.4.1","MIT","https://github.com/jshttp/on-finished"
"package-json-from-dist@1.0.1","BlueOak-1.0.0","https://github.com/isaacs/package-json-from-dist"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-scurry@1.11.1","BlueOak-1.0.0","https://github.com/isaacs/path-scurry"
"path-to-regexp@0.1.12","MIT","https://github.com/pillarjs/path-to-regexp"
"pg-cloudflare@1.1.1","MIT","https://github.com/brianc/node-postgres"
"pg-connection-string@2.7.0","MIT","https://github.com/brianc/node-postgres"
"pg-hstore@2.3.4","MIT","https://github.com/scarney81/pg-hstore"
"pg-int8@1.0.1","ISC","https://github.com/charmander/pg-int8"
"pg-pool@3.7.0","MIT","https://github.com/brianc/node-postgres"
"pg-protocol@1.7.0","MIT","https://github.com/brianc/node-postgres"
"pg-types@2.2.0","MIT","https://github.com/brianc/node-pg-types"
"pg@8.13.1","MIT","https://github.com/brianc/node-postgres"
"pgpass@1.0.5","MIT","https://github.com/hoegaarden/pgpass"
"postgres-array@2.0.0","MIT","https://github.com/bendrucker/postgres-array"
"postgres-bytea@1.0.0","MIT","https://github.com/bendrucker/postgres-bytea"
"postgres-date@1.0.7","MIT","https://github.com/bendrucker/postgres-date"
"postgres-interval@1.2.0","MIT","https://github.com/bendrucker/postgres-interval"
"proto-list@1.2.4","ISC","https://github.com/isaacs/proto-list"
"proxy-addr@2.0.7","MIT","https://github.com/jshttp/proxy-addr"
"punycode@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"qs@6.13.0","BSD-3-Clause","https://github.com/ljharb/qs"
"range-parser@1.2.1","MIT","https://github.com/jshttp/range-parser"
"raw-body@2.5.2","MIT","https://github.com/stream-utils/raw-body"
"require-directory@2.1.1","MIT","https://github.com/troygoode/node-require-directory"
"resolve@1.22.10","MIT","https://github.com/browserify/resolve"
"retry-as-promised@7.0.4","MIT","https://github.com/mickhansen/retry-as-promised"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"semver@7.6.3","ISC","https://github.com/npm/node-semver"
"send@0.19.0","MIT","https://github.com/pillarjs/send"
"sequelize-cli@6.6.2","MIT","https://github.com/sequelize/cli"
"sequelize-pool@7.1.0","MIT","https://github.com/sushantdhiman/sequelize-pool"
"sequelize@6.37.5","MIT","https://github.com/sequelize/sequelize"
"serve-static@1.16.2","MIT","https://github.com/expressjs/serve-static"
"server-link-saver@1.0.0","ISC",""
"setprototypeof@1.2.0","ISC","https://github.com/wesleytodd/setprototypeof"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"side-channel-list@1.0.0","MIT","https://github.com/ljharb/side-channel-list"
"side-channel-map@1.0.1","MIT","https://github.com/ljharb/side-channel-map"
"side-channel-weakmap@1.0.2","MIT","https://github.com/ljharb/side-channel-weakmap"
"side-channel@1.1.0","MIT","https://github.com/ljharb/side-channel"
"sift@17.1.3","MIT","https://github.com/crcn/sift.js"
"signal-exit@4.1.0","ISC","https://github.com/tapjs/signal-exit"
"sparse-bitfield@3.0.3","MIT","https://github.com/mafintosh/sparse-bitfield"
"split2@4.2.0","ISC","https://github.com/mcollina/split2"
"statuses@2.0.1","MIT","https://github.com/jshttp/statuses"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
"string-width@5.1.2","MIT","https://github.com/sindresorhus/string-width"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi@7.1.0","MIT","https://github.com/chalk/strip-ansi"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"timers-ext@0.1.8","ISC","https://github.com/medikoo/timers-ext"
"toidentifier@1.0.1","MIT","https://github.com/component/toidentifier"
"toposort-class@1.0.1","MIT","https://github.com/gustavohenke/toposort"
"tr46@4.1.1","MIT","https://github.com/jsdom/tr46"
"type-is@1.6.18","MIT","https://github.com/jshttp/type-is"
"type@2.7.3","ISC","https://github.com/medikoo/type"
"umzug@2.3.0","MIT","https://github.com/sequelize/umzug"
"underscore@1.13.7","MIT","https://github.com/jashkenas/underscore"
"undici-types@6.20.0","MIT","https://github.com/nodejs/undici"
"undici-types@6.21.0","MIT","https://github.com/nodejs/undici"
"universalify@2.0.1","MIT","https://github.com/RyanZim/universalify"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe"
"utils-merge@1.0.1","MIT","https://github.com/jaredhanson/utils-merge"
"uuid@8.3.2","MIT","https://github.com/uuidjs/uuid"
"uuid@9.0.1","MIT","https://github.com/uuidjs/uuid"
"validator@13.12.0","MIT","https://github.com/validatorjs/validator.js"
"vary@1.1.2","MIT","https://github.com/jshttp/vary"
"webidl-conversions@7.0.0","BSD-2-Clause","https://github.com/jsdom/webidl-conversions"
"whatwg-url@13.0.0","MIT","https://github.com/jsdom/whatwg-url"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"wkx@0.5.0","MIT","https://github.com/cschwarz/wkx"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"wrap-ansi@8.1.0","MIT","https://github.com/chalk/wrap-ansi"
"xtend@4.0.2","MIT","https://github.com/Raynos/xtend"
"y18n@5.0.8","ISC","https://github.com/yargs/y18n"
"yallist@4.0.0","ISC","https://github.com/isaacs/yallist"
"yargs-parser@20.2.9","ISC","https://github.com/yargs/yargs-parser"
"yargs@16.2.0","MIT","https://github.com/yargs/yargs"
